Sequence,Word,Meaning
5864,spurious,adj. 假的；伪造的；欺骗的
5865,presumably,adv. 大概；可假定；推测起来
5866,disconcerting,令人不安的
5867,backpack,n. 远足用的背包；双肩背包，背包
5868,trend,n. 趋势，倾向；走向
5869,low-key,低调的
5870,device,n. 装置；策略；图案
5871,spiritually,adv. 在精神上地
5872,idea,n. 主意；概念；想法
5873,applied,adj. 实用的；应用的
5874,diet,n. 饮食；食物；规定饮食
5875,whistle-blower,告发者
5876,astronomy,n. 天文学
5877,naive,adj. 天真的，幼稚的；轻信的
5878,governing,adj. 有统治、控制或治理权力的
5879,devotional,adj. 虔诚的，祷告的；信仰的；献身的
5880,cinnamon,n. 樟属的树，肉桂；肉桂皮；肉桂色
5881,appropriately,adv. 适当地；合适的；相称地
5882,skeptic,n. 怀疑论者；怀疑者；无神论者
5883,briefing,n. 简报；作战指示
5884,sewage,n. 污水；污物；下水道
5885,speak,vi. 说话；演讲；陈述；表明
5886,rosy,adj. 蔷薇色的，玫瑰红色的；美好的；涨红脸的；乐观的
5887,unplugged,不插电的
5888,inflow,n. 流入；流入物；[机]岭量
5889,insanity,n. 疯狂；愚顽；精神病；精神错乱
5890,indictment,n. 控告；起诉书
5891,entertainment,n. 娱乐；款待；消遣
5892,dumping,n. 倾销；倾泻
5893,profusely,丰富地
5894,markedly,adv. 明显地；显著地；引人注目地
5895,muffin,n. 小松饼
5896,two-year-old,两岁
5897,single,adj. 单一的；单身的；单程的
5898,turtleneck,高领毛衣
5899,occupied,adj. 已占用的；使用中的；无空闲的
5900,nursery,n. 托儿所；苗圃；温床
5901,trip,vi. 绊倒；犯错误；远足；轻快地走
5902,ferry,n. 渡口；渡船；摆渡
5903,leveraged,杠杆
5904,comeback,n. 恢复；复原
5905,consulting,adj. 咨询的，商议的；顾问的，任专职顾问的
5906,thereby,adv. 从而，因此；在那附近；在那方面
5907,conflicting,adj. 相矛盾的；不一致的；冲突的
5908,stiff,adj. 严厉的；呆板的；坚硬的；拘谨的；艰难的
5909,painter,n. 画家；油漆匠
5910,turn,vt. 转动，使旋转；转弯；兑换；翻过来
5911,astonishing,adj. 惊人的；令人惊讶的
5912,refill,vi. 被再注满
5913,perfectionism,完美主义
5914,clergy,n. 牧师；神职人员；僧侣
5915,renewed,adj. 复兴的；更新的；重建的
5916,migration,n. 移动；迁移；移民
5917,sustenance,n. 生计；食物；支持
5918,keenly,adv. 敏锐地；锐利地；强烈地
5919,oriental,adj. 东方人的；东方的
5920,imagination,n. 空想；想象力；幻想物
5921,mathematically,在数学上
5922,often,adv. 常常，时常
5923,archive,n. 档案馆；档案文件
5924,knocking,n. 爆震音；卡答卡答的故障声音
5925,full-blown,adj. （花）盛开的；成熟的；（帆等）张满的
5926,pillow,n. 枕头
5927,adhere,vi. 坚持；粘着；依附；追随
5928,receive,vt. 收到；接待；接纳
5929,re-elect,重选
5930,probing,adj. 好探索的；深入锐利的
5931,underworld,n. 黑社会；下层社会；地狱；尘世
5932,contamination,n. 污染，玷污；污染物
5933,Parmesan,帕尔马奶酪
5934,uneducated,没受过教育的
5935,unaccustomed,不习惯的
5936,lesion,n. 损害；身体上的伤害；[医]机能障碍
5937,appropriation,n. 拨款；挪用
5938,rethink,重新考虑
5939,disappearing,消失的
5940,privy,adj. 私人的；不公开的；秘密参与的
5941,carriage,n. 四轮马车；客车厢；运费；运输；举止
5942,sportsman,n. 运动员；运动家；冒险家
5943,artillery,n. 大炮；火炮；炮术；炮队
5944,messianic,救世主的
5945,mentally,adv. 精神上，智力上；心理上
5946,pavilion,n. 大帐篷；阁；亭子；展示馆
5947,moisten,vt. 弄湿；使…湿润
5948,trade,n. 贸易，交易；行业；职业
5949,static,adj. 静态的；静力的；[物]静电的
5950,hitting,n. 压缩；拉伸；击中
5951,postseason,季后赛
5952,beneficiary,n. 受益人，受惠者；封臣
5953,helplessly,adv. 无能为力地；无助地
5954,contention,n. 争论，争辩；争夺；论点
5955,relevant,adj. 有关的；中肯的；有重大作用的
5956,ballet,n. 芭蕾舞剧；芭蕾舞乐曲
5957,hockey,n. 冰球；曲棍球
5958,sweep,vt. 扫除；猛拉；掸去
5959,Bosnian,波斯尼亚
5960,polio,n. 脊髓灰质炎；小儿麻痹症（等于poliomyelitis）
5961,velvet,n. 天鹅绒，丝绒；天鹅绒似的东西
5962,critically,adv. 危急地；精密地；批评性地；用钻研眼光地
5963,reconciliation,n. 和解；调和；和谐；甘愿
5964,patience,n. 耐性，耐心；忍耐，容忍
5965,nomad,n. 流浪者；游牧民
5966,maestro,n. 大师；名家；大音乐家
5967,cleaner,n. 清洁工；清洁剂；干洗商；干洗店；洗洁器
5968,hubris,n. 傲慢；狂妄自大
5969,compartment,n. 隔间；区划；卧车上的小客房
5970,fuse,vi. 熔化，熔融；融合
5971,insult,vt. 侮辱；辱骂；损害
5972,respectful,adj. 恭敬的；有礼貌的
5973,spontaneously,adv. 自然地；自发地；不由自主地
5974,usual,adj. 通常的，惯例的；平常的
5975,golfing,打高尔夫
5976,embarrass,vt. 使局促不安；使困窘；阻碍
5977,asthma,n. [医]哮喘，气喘
5978,mismanagement,n. 管理不善；处置失当
5979,bloom,n. 花；青春；旺盛
5980,slew,n. 沼地；回转；极多
5981,blouse,n. 宽松的上衣；女装衬衫
5982,prolific,adj. 多产的；丰富的
5983,manifesto,n. 宣言；声明；告示
5984,starkly,赤裸裸
5985,neckline,n. 领口，领圈
5986,leukemia,n. 白血病
5987,proxy,n. 代理人；代用品；委托书
5988,brochure,n. 手册，小册子
5989,period,n. 周期，期间；时期；课时；月经
5990,perfunctory,adj. 敷衍的；马虎的；得过且过的
5991,brace,n. 支柱；大括号；曲柄
5992,symmetrical,adj. 匀称的，对称的
5993,matching,adj. 相配的；相称的；一致的
5994,flock,n. 群；棉束（等于floc）
5995,fireball,n. （热核武器爆炸后在空中出现的）火球；大流星；精力充沛的人
5996,refined,adj. 精炼的；微妙的；精确的；有教养的
5997,river,n. 河，江
5998,volatility,n. 挥发性；易变；活泼
5999,serotonin,血清素
6000,rigorously,adv. 严厉地；残酷地
6001,mull,vt. 研磨；思索或思考某事物；使醉
6002,delighted,adj. 欣喜的；高兴的
6003,oval,adj. 卵形的；椭圆的
6004,hurl,vt. 丢下；用力投掷；愤慨地说出
6005,sturgeon,n. 鲟鱼
6006,canoe,n. 独木舟；轻舟
6007,Turk,n. 土耳其马；土耳其人
6008,broaden,vi. 变宽，加宽；扩大，变阔
6009,workhorse,n. 做重活的人；驮马；重负荷机器
6010,vs,abbr. 对，相对（versus）
6011,driftwood,漂浮木
6012,definitive,n. 限定词
6013,propeller,n. 推进器；螺旋桨
6014,disciple,n. 门徒，信徒；弟子
6015,distorted,adj. 歪曲的；受到曲解的
6016,scoot,vi. 溜走；快走；骑轻便摩托车
6017,overwhelm,vt. 压倒；淹没；受打击
6018,replication,n. 复制；回答；反响
6019,swiftly,adv. 很快地；即刻；敏捷地
6020,table,n. 桌子；表格；平地层
6021,kinda,adv. 有几分；有一点
6022,lined,adj. 有内衬的；具线纹的
6023,undocumented,未记录的
6024,advancement,n. 前进，进步；提升
6025,radicalism,n. 激进主义
6026,basics,n. 基础；基本要素（basic的复数）
6027,godfather,n. 教父
6028,stalker,跟踪狂
6029,intimidating,令人生畏的
6030,granite,n. 花岗岩；坚毅；冷酷无情
6031,verification,n. 确认，查证；核实
6032,plague,n. 瘟疫；灾祸；麻烦；讨厌的人
6033,bipartisan,两党
6034,serial,adj. 连续的；连载的；分期偿还的
6035,passion,n. 激情；热情；酷爱；盛怒
6036,batch,n. 一批；一炉；一次所制之量
6037,lace,n. 花边；鞋带；饰带；少量烈酒
6038,detergent,n. 清洁剂；去垢剂
6039,privatize,私有化
6040,lore,n. 知识；学问；全部传说；（动物的）眼光知识
6041,explain,v. 说明；解释
6042,adjacent,adj. 邻近的，毗连的
6043,meta-analysis,荟萃分析
6044,smokestack,烟囱
6045,catastrophe,n. 大灾难；大祸；惨败
6046,withholding,n. 扣缴税款
6047,unprepared,毫无准备的
6048,ivy,adj. 常春藤联盟的
6049,embryonic,adj. 胚胎的；似胚胎的
6050,coincide,vi. 一致，符合；同时发生
6051,transcendence,n. 超越；卓越；[宗]超然存在
6052,violinist,小提琴家
6053,ludicrous,adj. 滑稽的；荒唐的
6054,diagnostics,n. 诊断学（用作单数）
6055,decorative,adj. 装饰性的；装潢用的
6056,resolute,adj. 坚决的；果断的
6057,escort,n. 陪同；护送者；护航舰；护卫队
6058,promulgate,vt. 公布；传播；发表
6059,reorganization,n. 改组；改编；整顿
6060,expanding,adj. 扩展的；扩大的
6061,stalled,失速的
6062,eye-catching,引人注目地
6063,deter,vt. 制止，阻止；使打消念头
6064,dedicated,adj. 专注的；献身的；专用的
6065,tall,adj. 高的；长的；夸大的；过分的
6066,libel,n. [律]诽谤罪；诋毁；毁坏名誉的东西；控诉书
6067,hone,n. 磨刀石；想念；抱怨
6068,southern,adj. 南方的；南的
6069,eligibility,n. 被选举资格；适任，合格
6070,vested,adj. [律]既定的；穿着衣服（尤指祭服）的；（美）带背心的（指西服套装）
6071,fascism,n. 法西斯主义；极端国家主义
6072,inquiry,n. 调查；质询；探究
6073,bust,vi. 爆裂；破产；降低级别
6074,contender,n. 竞争者；争夺者
6075,signing,n. 签署；签字
6076,bolster,n. 长枕；支持
6077,oblique,adj. 斜的；不光明正大的
6078,parrot,n. 鹦鹉；学舌者，应声虫；机械模仿别人的人
6079,deposition,n. 矿床；沉积物；革职
6080,splatter,飞溅
6081,prestigious,adj. 有名望的；享有声望的
6082,elevator,n. 电梯；升降舵；升降机；起卸机
6083,backdrop,n. 背景；背景幕；交流声
6084,lovely,adj. 可爱的；令人愉快的
6085,happily,adv. 幸福地；快乐地；幸运地；恰当地
6086,vibrate,vi. 振动；颤动；摇摆；踌躇
6087,modem,n. 调制解调器（等于modulator-demodulator）
6088,poetics,n. 诗学；诗论；诗情
6089,interrogator,审讯者
6090,sensible,adj. 明智的；意识到的；通晓事理的；明显的
6091,linguistics,n. 语言学
6092,reforming,n. 改进；重整；变换（reform的ing形式）
6093,sticking,adj. 粘的；有粘性的
6094,shooting,n. 射击；打猎；摄影；射门
6095,scorn,n. 轻蔑；嘲笑；藐视的对象
6096,geographically,adv. 在地理上；地理学上
6097,powered,adj. 有动力装置的；以…为动力的
6098,stained,adj. 玷污的；著色的
6099,puck,n. 顽皮的小妖精；冰球（由硬橡胶制成）；（英）鼠状定位器；欧夜莺；脾脱疽
6100,unwanted,adj. 不需要的；空闲的；讨厌的；有害的
6101,immobile,adj. 固定的；不变的；稳定的
6102,flawless,adj. 无瑕疵的；完美的；无裂缝的
6103,backwards,adv. 向后；倒；逆
6104,clap,vi. 鼓掌，拍手；啪地关上
6105,alpha,n. 希腊字母的第一个字母；开端；最初
6106,foil,vt. 挫败；阻止，挡开；衬托；贴箔于
6107,uncomplicated,adj. 简单的；不复杂的
6108,bearing,n. 轴承；方位；举止；关系
6109,rudely,adv. 无礼地；粗暴地
6110,bunker,n. 沙坑；燃料库；煤仓
6111,frustrating,adj. 令人沮丧的
6112,amusement,n. 消遣，娱乐；乐趣
6113,anthropology,n. 人类学
6114,deepen,vt. 使加深；使强烈；使低沉
6115,accepted,adj. 公认的；已承兑的；可接受的；录取的
6116,animated,adj. 活生生的；活泼的；愉快的
6117,landmark,n. 陆标，地标；里程碑；地界标；划时代的事
6118,curb,n. 抑制；勒马绳；路边
6119,composite,n. 合成物；复合材料；[植]菊科
6120,crouch,vi. 蹲伏，蜷伏；卑躬屈膝
6121,conquer,vt. 战胜，征服；攻克，攻取
6122,enemy,n. 敌人，仇敌；敌军
6123,implicitly,adv. 含蓄地；暗中地
6124,unload,vt. 卸；摆脱…之负担；倾销
6125,dictatorial,独裁统治
6126,inherent,adj. 固有的；内在的；与生俱来的，遗传的
6127,geneticist,n. 遗传学者
6128,forthright,adj. 直率的；直截了当的
6129,environs,n. 市郊，郊区；周围（environ的复数）
6130,wield,vt. 挥舞；使用；行使
6131,health,n. 健康；兴旺；卫生；保健
6132,therapist,n. 治疗学家；临床医学家
6133,fetish,n. 迷信；偶像；恋物（等于fetich）
6134,greedy,adj. 贪婪的；贪吃的；渴望的
6135,circular,adj. 圆形的；循环的；间接的
6136,sister,n. 姐妹；修女；护士
6137,weasel,vi. 逃避；含糊其辞
6138,vacate,vi. 空出，腾出；辞职；[美][口]休假
6139,complement,n. [文法]补语；[数]余角；补足物
6140,deaf,adj. 聋的
6141,duct,n. 输送管，导管
6142,incomparable,无与伦比的
6143,fastest-growing,增长最快的
6144,tight,adj. 紧的；绷紧的；没空的；密封的；严厉的；麻烦的；吝啬的
6145,referent,n. 指示物；指示对象
6146,allocate,vt. 分配；拨出；使坐落于
6147,millisecond,n. 毫秒
6148,hilltop,n. 小山顶
6149,four-year-old,四岁
6150,paradoxical,adj. 矛盾的；诡论的；似非而是的
6151,lust,n. 性欲；强烈的欲望
6152,residential,adj. 住宅的；与居住有关的
6153,charitable,adj. 慷慨的，仁慈的；宽恕的；慈善事业的
6154,mourner,n. 悲伤者；哀悼者；送葬者；忏悔者
6155,arguably,adv. 可论证地；可争辩地；正如可提出证据加以证明的那样地
6156,scarcely,adv. 简直没有；几乎不，简直不
6157,sieve,n. 筛子；滤网；不能保守秘密的人
6158,probably,adv. 大概；或许；很可能
6159,perverse,adj. 堕落的，不正当的；倔强的；违反常情的
6160,prevalence,n. 流行；普遍；广泛
6161,barbecue,n. 烤肉；吃烤肉的野宴
6162,territory,n. 领土，领域；版图；地域；范围
6163,strangeness,陌生
6164,definite,adj. 确切的；一定的
6165,translucent,adj. 半透明的；透明的
6166,strategy,n. 战略，策略
6167,marshal,n. 元帅；司仪
6168,disruptive,adj. 破坏的；分裂性的；制造混乱的
6169,presidency,n. 总统（或董事长、会长、大学校长等）的职位（任期）；管辖；支配
6170,gradually,adv. 渐渐地；逐步地
6171,nowhere,adv. 无处；任何地方都不；毫无结果
6172,displaced,adj. 位移的；无家可归的；被取代的
6173,discriminating,adj. 有识别力的；识别的；有差别的
6174,trader,n. 商人；商船；交易者
6175,solitude,n. 孤独；隐居；荒僻的地方
6176,catalogue,n. 目录；（美）大学情况一览
6177,documented,adj. 备有证明文件的
6178,homosexual,n. 同性恋者
6179,multiculturalism,多元文化主义
6180,casually,adv. 偶然地；随便地；临时地
6181,polarity,n. 两极；极性；对立
6182,prohibitive,adj. 禁止的，禁止性的；抑制的；类同禁止的；（费用，价格等）过高的
6183,coconut,n. 椰子；椰子肉
6184,median,n. 中值，中位数；中线
6185,remaining,adj. 剩下的，剩余的
6186,neglected,adj. 被忽视的；未被好好照管的
6187,badge,n. 徽章；标记；证章
6188,naw,
6189,pending,adj. 未决定的；行将发生的
6190,angler,n. 琵琶鱼；钓鱼者；用不正当手段谋取好处的人；钓鱼
6191,volatile,adj. 爆炸性的；不稳定的；挥发性的；反覆无常的
6192,slur,vt. 忽视；草率地看过；含糊地念；诋毁
6193,seagull,n. 海鸥
6194,hum,vi. 发低哼声
6195,theological,adj. 神学的，神学上的
6196,dating,n. 约会；记日期的；注明日期
6197,inaugural,就职
6198,syphilis,梅毒
6199,paradox,n. 似非而是的论点；悖论，反论；自相矛盾的人或事
6200,granny,n. 奶奶；外婆
6201,battered,adj. 磨损的；弄垮的；破旧的；受到虐待的
6202,system,n. 系统；制度，体制；方法
6203,buying,n. 买进
6204,mince,vt. 切碎；矫揉做作地说
6205,restrained,adj. 克制的，受限制的；拘谨的
6206,Broadway,n. 百老汇（美国纽约市戏院集中的一条大街）
6207,premise,vt. 引出，预先提出；作为…的前提
6208,desolate,adj. 荒凉的；无人烟的
6209,eroding,侵蚀
6210,beverage,n. 饮料
6211,pester,vt. 纠缠，烦扰；使烦恼
6212,qualified,adj. 有资格的；合格的
6213,viewpoint,n. 观点，看法；视角
